ID|CODE|MANU_INFO|DESCRIPTION|BUILDINGID
3913|FA308|LC58185|PERF HALL MAIN OFFICE 3|6
3914|JAA255|LA74165|UP APARTMENT 133|57
3915|C109A|64264|HUTTO JR HI CABINET|59
3916|AACA15|PC294125|M&G @BJ INT DEADBLT/AIRP.STOR|12
3917|FGC12|LA78345|CREEL DORM SUPERVISOR APART.|11
3918|2X05|NATIONAL|FINE ARTS OFFCE 233 FILE CAB|13
3919|118E|HON|PERFORMANCE HALL FILE CABINET|6
3920|C102A|46242|RODEHEAVER GREEN ROOM CABINET|16
3921|ADDB3|PC614321|DENTAL CLINIC|150
3922|AAA8|LA54349|ADMIN DOM CUSTODIAL CLOSET|3
3923|511|11553|ADMIN BUS.OFF. BAKER DESK|3
3924|FR384|551313|WHM IT DESK|67
3925|FR414|STEELCASE|RODEHEAVER FILMS CABINET|16
3926|AAA9|LA74349|ADMIN COUNSEL HALL STORAGE|3
3927|AAA10 NOT IN USE 10/15/15|LA34349|ADMIN SUBMASTER COUNSEL HALL|3
3928|FH224A|C692761|419 LIBRARY STORM DOOR SCHLAG|35
3929|EH10|LA34143|SMITH SUPERVISOR APARTMENT|32
3930|304E|15261|FINE ARTS FILE CABINET|13
3931|104R   (B)|HON|JUNIOR HIGH FILE CABINET|59
3932|CC|MASTER|CREEL 234 CLOSET PADLOCK|11
3933|CCAA2|PC692769|STRATTON HALL/STAGE MULLIONS|14
3934|ML75|52743|stage padlocks|170
3935|CCA|MASTER|CREEL 234 CLOSET PADLOCK|11
3936|CCB|MASTER|CREEL 234 CLOSET PADLOCK|11
3937|PT01||DINING COMMOM RED ROOM ELEVAT|159
3938|MWH|LA16345|DORM MINI WAREHOUSE DOORS|31
3939|A TUBULAR|ILCO|RODEHEAVER STAGE KEYBOX|16
3940|32|NATIONAL|ALUMNI 2ND FLOOR GFA DISPLAY|37
3941|C66A|66446|FILE CABINET VARIOUS LOCATION|2
3942|FR411|315315|RESIDENTIAL DESK - TIRADO|68
3943|BBCB1|PC610147|SCIENCE OFFICES|18
3944|C101A|42642|M&G @ BJU GIFT SHOP CABINETS|12
3945|PEPA|4240|STADIUM PA SYSTEM CONTROL BOX|22
3946|CBAB1|C610767|ED TECH NEW STUDIOS|47
3947|FA300|LC58785|PERF HALL OFFICE 19|6
3948|FA301|LC78785|PERF HALL OFFICE 20|6
3949|FA302|LC98785|PERF HALL OFFICE 21|6
3950|FA303|LC18785|PERF HALL OFFICE 22|6
3951|FA304|LC58985|PERF HALL STUDIO 23|6
3952|FA305|LC78985|PERF HALL STUDIO 24|6
3953|FA306|LC98985|PERF HALL STUDIO 25|6
3954|46|NATIONAL|JUNIOR HI MEDIA CART|59
3955|11|NATIONAL|JUNIOR HI MEDIA CART|59
3956|10|NATIONAL|JUNIOR HI MEDIA CART|59
3957|27|NATIONAL|JUNIOR HI MEDIA CART|59
3958|297|NATIONAL|FITNESS CENTER KEYBOX|52
3959|FAPH|LC38585|PERF HALL STUDIO MASTER|6
3960|1X17|CHICAGO|LIBRARY FILE CABINET|36
3961|CBAC1|PC630767|PRESS AUTHORS MULLION|67
3962|FH274|LC72163|110 KAREN DRIVE Not in use|83
3963|MW2|LA74949|WHM DISTRIBUTION OFFICE|67
3964|ER39|LA16943|REVEAL 220 SUPERVISOR OFFICE|30
3965|BAAA2|PC692745|FINE ARTS MULLIONS|13
3966|ADDB1|C610321|MEDICAL CLINIC EXT/CUSTODIAL|150
3967|ADDB5|C810321|MEDICAL CLINIC INTERIOR DOORS|150
3968|MADDB1|C410321|MEDICAL CLINIC SUBMASTER|150
3969|LLRR|PC010767|LINC TEMPORARY RESTROOM|47
3970|ML77|12743|AUTOSHOP TRAILER LOCK|149
3971|C107A|64624|PRESS DESIGN CABINET|67
3972|ML80|52143|FINE ARTS 18 PROJECTOR|13
3973|PR41|LA98385|PRESS OFFICE(HOYT/LEMASTER)|67
3974|PR51|LA52785|PRESS OFFICE DIRECTORS HALL OFFICES (DH2)|68
3975|ADDD1|PC650321|ANNEX HUMAN RESOURCE OFFICE|40
3976|FAPH1|LC38985|PERF HALL STUDIOS 23-25|6
3977|C118A|42004|UNUSUAL TOURS SAFE CABINET|40
3978|AL29|LB52185|ANNEX FRIENDSHIP PROGRAM OFF.|40
3979|C401A|44400|PRESS AUTH RECEPTION DESK|67
3980|C207A|42222|UPLACE RESI. OFFICE DESK|55
3981|MM225|21232|UNUSUAL TOURS DESK|40
3982|299||STUDENT CENTER KEYBOX|14
3983|AACA16|PC296125|M&G TEMPORARY SAR.ART 21|13
3984|MWHV|LA52103|WHM HVAC OFFICE|67
3985|C133A|40240|UNUSUAL TOURS DESK (MORRIS)|40
3986|C112A|44020|ANNEX HUMAN RES. DESK (KANE)|40
3987|296||RODEHEAVER KEYBOX|16
3988|XGG6|LL72749|LIBRARY ARCHIVE RM DISPLAYS|36
3989|FR395|STEELCASE|PRESS DISTRIBUTION CABINET|23
3990|BP626|13242|SAS AUTOSHOP CABINET|47
3991|FH276|LC12163|217 STADIUM VIEW DRIVE|129
3992|H85||FINE ARTS DISPENCERS|13
3993|2X01|CHICAGO|EXTENDED ED FILE CABINET|3
3994|C201A  (1)|44422|LINC MAKEUP ROOM|47
3995|100T   (A)||ADMIN. EXT. MINISTRY DESKS|3
3996|120E|HON|ADMIN EXT.OFFICE FILE CABINET|3
3997|121E|HON|ADMIN EXT.OFFICE FILE CABINET|3
3998|191E|HON|ADMIN EXT.OFFICE FILE CABINET|3
3999|CBCA2|C692167|UPLACE POOL BUILDING|58
4000|ERAM|LA36543|REVEAL APARTMENT MASTER NOT 5|30
4001|300T||ADMINISTRATION (ROOKS) DESK|3
4002|203D|33122 CX32|OFFICE ANNEX HONSHELL DESK|40
4003|BP663|24124|PHARMACY NARCOTIC BOX - NIU|20
4004|ACM40|LA76149|ACADEMY GYM PENTHOUSE|26
4005|T500|NAT 44000|UNUSUAL TOURS TICKET CABINET|40
4006|C114A|4402|ADMIN FILE ROOM CABINET|3
4007|91||ADMIN FILE ROOM CABINET|3
4008|FO53|LA16145|SIDDONS SUPERVISOR APART 218|7
4009|C116A|24400|SARGENT ART 15 CABINETS|13
4010|C117A|42400|SARGENT ART 15 CABINETS|13
4011|C032A  (A)||PAINT SHOP STORAGE BUILDING|70
4012|HON312||ACADEMY FILE CABINET|62
4013|HON378||ACADEMY FILE CABINET|62
4014|2||FINE ARTS 236 FILE CABINETS|13
4015|3||FINE ARTS RTV FILE CABINETS|13
4016|ML81|72143|SCIENCE MOBILE COMPUTER CAB|18
4017|271|NATIONAL|ACADEMY KEYBOX|62
4018|277|NATIONAL|ACADEMY KEYBOX|62
4019|276|NATIONAL|ACADEMY KEYBOX|62
4020|31|NATIONAL|ALUMNI COLLEGIAN FILE|37
4021|FH278|LC72363|12 DIPLOMA DRIVE - NEW|80
4022|275||RODEHEAVER KEYBOX|16
4023|AAA11 NOT IN USE 10/15/15|LA14349|ADMIN DEAN FINE ARTS TEMP-NIU|3
4024|HL345|HUDSON|WAR MEMORIAL marquee BOARD|14
4025|LBCAB|17124|LINC CABINET IN LOBBY|47
4026|HON362|HON|M&G @ BJU FILE CABINET|12
4027|280||PRIMARY CENTER KEYBOX|66
4028|193    (A)||BEGINNING CENTER KEYBOX|48
4029|261||SEMINARY KEYBOX|157
4030|294||MACK LIBRARY KEYBOX|36
4031|289||ALUMNI KEYBOX|37
4032|288||JOHNSON DORM KEYBOX|29
4033|273||SAS KEYBOX|25
4034|292||ADMINISTRATION KEYBOX|3
4035|286||RODEHEAVER KEYBOX|16
4036|269||FINE ARTS KEYBOX|13
4037|298||FINE ARTS KEYBOX|13
4038|356|2040|PERF HALL MESSAGE BOARD|6
4039|101    (A)|NATIONAL|AMPH. AUDIO EQUIP CLOSETS|15
4040|FR345|STEELCASE|WEST GATE DESK|41
4041|P444|MASTER|DORM MAINTENANCE CART|29
4042|P134|MASTER|DORM MAINTENANCE CART|8
4043|267|5211|CUSTODIAL CARPET KEYBOX|
4044|285|NATIONAL|CUSTODIAL KEYBOX|67
4045|PS20|LK12169|PRINT SHOP HENSLEY NEW OFFICE|23
4046|EJ14|LB14743|JOHNSON DORM SUPE APARTMENT|29
4047|1X20|CHICAGO|WHM TELECOM FILING CABINETS|68
4048|F336|MASTER|HUTTO JR HI LOCKER MASTER|59
4049|270|FORT Y11|ELECTRICAL ADT BOXES|67
4050|018    (A)|NATIONAL|SOCIAL PARLOR HOSTESS DESK|14
4051|PR22|LA18185|SOUNDFORTH HALL & CLOSET DOOR|67
4052|281|5445|ELEMENTARY FINE ARTS KEYBOX|67
4053|G60M|CX32 13214|HVAC FILE CABINET|67
4054|BKAM|LA38543|BROKENSHIRE APARTMENT MASTER|31
4055|3X5|CHICAGO|M&G @BJU FILE CAB (E.JONES)|12
4056|C123A|4204|ACADEMY HUTTO SEWING CABINETS|59
4057|FA|FR.ADAMS|FRANK ADAMS BREAKER PANELS|68
4058|IBM||IBM CLOCK CABINETS|67
4059|BP656||ELECTRIC PANELS|67
4060|JGMIA||ELECTRIC PANEL|67
4061|D PANEL||ELECTRIC PANEL|67
4062|P125|MASTER|HUTTO PAY TELEPHONE PADLOCK|59
4063|10L320|MASTER|PLUMBING PADLOCK|67
4064|1502||ADMINISTRATION EXEC WING DESK|3
4065|175R|HON|ANNEX DESK|40
4066|173E|HON|ANNEX DESK|40
4067|185E|HON|PRESS DESK / FILE|67
4068|118R|HON|FINE ARTS FILE|13
4069|GH014||??|13
4070|3387|MASTER|SAS CARPENTRY SHOP PADLOCK|25
4071|201E|HON|PRINT SHOP FILE CABINET|23
4072|A-10||RODEHEAVER LOCKBOX|16
4073|ABCB1|PC610127|science storage|18
4074|ABC NOT IN USE 10/15/15|PC478127|ADMINISTRATION MASTER - NEW|3
4075|165R|HON|PRESS DESK/FILE|67
4076|N21||FINE ARTS RTV DESK|13
4077|N25||FINE ARTS RTV DESK|13
4078|129E|HON|FINE ARTS FILE CABINET|13
4079|105E|HON|ADMINISTRATION DESK|3
4080|134E|HON|TELECOM DESK|12
4081|111E|HON|ADMIN BUSINESS OFFICE DESK|3
4082|C254A|NATIONAL|CABINET|
4083|107E|HON|tracy brown desk key ADMINISTRATION BUS.OFF. FILE|3
4084|170E|HON|ADMIN BUS.OFF/ANNEX FILE|3
4085|113R|HON|UNIVERSITY DESK / FILE|67
4086|149R|HON|SEMINARY FILE CABINET|157
4087|124R|HON|ALUMNI FILE|37
4088|FIRE103|FIRE KING|M&G @ BJU FILE CABINETS|12
4089|FIRE225|FIRE KING|M&G @ BJU FILE CABINET|12
4090|116E|HON|FILE / DESK|41
4091|C010||RODEHEAVER MIC CABINET|16
4092|F03||ED TECH FILE CABINET|
4093|B STAGE||RODEHEAVER LOCKBOX|16
4094|104T|HON|ADMINISTRATION DESK|3
4095|176E|HON|FILE CABINET|67
4096|T583||GFA FILE CABINET|
4097|140R|HON|ANNEX DESK|40
4098|268|NATIONAL|CUSTODIAL KEYBOX|67
4099|217R|HON|FILE CABINET|13
4100|C197A|NATIONAL|?|
4101|101R|HON|FINE ARTS DESK|13
4102|ML82|74147|SAS/RECYCLE PADLOCKS|44
4103|131E|HON|DESK / FILE|37
4104|B103||BARGE MED NARCOTIC BOX-2ND FL|20
4105|5/12/2014 0:00||BARGE MED NARCOTIC BOX 3RD FL|20
4106|1/8/2014 0:00||BARGE MED NARCOTIC BOX 3RD FL|20
4107|W152||BARGE FRONT DESK CASH DRAWER|20
4108|A4312||ANNEX FILE CABINET|40
4109|H2540||SNACK SHOP FOUNTAIN|14
4110|B156||GFA FILE|150
4111|A1432||GFA FILE / DESK|150
4112|LL404||GFA FILE / DESK|150
4113|H2826||SOCIAL PAR PING PONG BALL DIS|14
4114|108E|HON|M&G @ BJU DRAWER|12
4115|LL182||ELECTRIC CABINET/FA 13 CAB|67
4116|1||ACADEMY ASSIST PRINC. DESK|62
4117|S151||ACADEMY BELL BOX|62
4118|161E|HON|ACADEMY PRINC. SECR. DESK|62
4119|AC01|0|ACADEMY RECPTIONIST DESK|62
4120|122E|HON|FILMS FILE CAB / ANNEX DESK|40
4121|173R|HON|ANNEX FILE CABINET|40
4122|ALE5|E816967|annex public liaison|40
4123|103E|HON|PRESS DESK / FILE|67
4124|104E|HON|PRESS DESK / FILE|67
4125|139E|HON|PRESS DESK / FILE|67
4126|150E|HON|PRESS FILE / DESK|67
4127|MM168||PRESS DESK / FILE|67
4128|5X6||FILE DRAWER|67
4129|ML83|14147|AUTOSHOP TOW TRAILER|149
4130|NC450|CHICAGO|SOC PAR PING PONG BALL MACH|14
4131|FH281|LC54763|14 DIPLOMA DRIVE|81
4132|LL440|CHICAGO|FINE ARTS RTV CABINET|13
4133|DCFR1|P1-WALLY|DINING COM BASEMENT FREEZER|159
4134|328|NATIONAL|LINC FILE CABINET|47
4135|LL249|CHICAGO|PHARMACY NARCOTIC SAFE|20
4136|C129A|24004|ANNEX DESK/CABINETS (MARTIN)|40
4137|ML84|16143|TELECOM LADDER PADLOCK|67
4138|LL147|YALE|FINE ARTS 13 CABINET|13
4139|FBB|Y11|FRIENDSHIP BANQUET BOX 5100|40
4140|C125A|2440|PRESS MARKETING DISPLAYS BOX|67
4141|FGC13|LA98345|CREEL DORM COUNSELOR 217|11
4142|FL16|LA94345|GASTON ELEVATOR ACCESS|8
4143|K|PE478503|PRIMUS E MASTER|67
4144|HN32|LB56143|BROKENSHIRE 318 COUNSELOR|31
4145|EG15|LB76143|Ironside 318 COUNSELOR|33
4146|EH14|LB96143|SMITH 318 COUNSELOR|32
4147|EJ15|LB16143|JOHNSON 323 COUNSELOR|29
4148|FJ15|LA18345|SUNDAY 218 COUNSELOR|10
4149|FK14|LB52745|MACK 218 COUNSELOR|9
4150|FL17|LB72745|GASTON 121 COUNSELOR|8
4151|EPE|E478349|UNIVERSITY GYM MASTER|21
4152|EPE1|E418349|UNIVERSITY GYM SUB MASTER|21
4153|EPE3|E694349|UNIV. GYM CLASSROOM STORAGE|21
4154|EPE2|E416349|UNIV.GYM COURT ENTRANCES|21
4155|4001PO|NATIONAL|CVA MAILBOX MASTER (NEW)|39
4156|CPE1|PC692349|UNIVERSITY GYM MULLIONS|21
4157|PR43|LA51185|PRINT SHOP OFFICE (HENSLEY)|23
4158|PRG|LA34585|PRESS SUBMASTER (PRC, PRF)|23
4159|E22612|WEISER|FMA KITCHEN FOLDING DOOR|15
4160|EPE14|PE014349|UNIVERSITY GYM STORAGE|21
4161|142E|HON|FINE ARTS FILE CABINET|13
4162|148E|HON|FINE ARTS FILE CABINET|13
4163|B617|CHICAGO|FINE ARTS DESK (126)|13
4164|EPE8|PE612349|UNIVERSITY GYM POOL|21
4165|JAA256|LA94165|UP APARTMENT 29 NEW|55
4166|455||UNIV.GYM CENTER SCOREBOARD|21
4167|X228||FMA PRG & PROD CASH DRAWER|15
4168|EPE15|E214349|STADIUM SOUND BOOTH|21
4169|EPE16|E616349|UNIV.GYM MAIN FLOOR ENTRANCES|21
4170|EPE19|E216349|STADIUM STORAGE|21
4171|EPE4|E610349|UNIVERSITY GYM TRACK|21
4172|EPE5|E810349|UNIVERSITY GYM CLASSROOMS|21
4173|EPE9|E812349|UNIVERSITY GYM FITNESS CENTER|21
4174|EPE10|E012349|UNIVERSITY GYM LOCKER ROOMS|21
4175|291|1275|SCIENCE KEYBOX|18
4176|EPE20|E894349|UNIVERSITY GYM SOUND ROOM|21
4177|P388|MASTER|LOCKOUT PADLOCK|67
4178|CH501|BAUER DBL|FINE ARTS CABINET|13
4179|DFLB|MEDECO|UNIV.GYM LIGHT/SOUND BOX|21
4180|SM107|TUBULAR|SNACK SHOP CANDY MACHINES|14
4181|E10|ILLINOIS|SAS CAB.SHOP DUST COLLECTOR|44
4182|ALE1|E694967|CREATIVE SERVICES marketing communications|40
4183|JAA257|LA14165|UPLACE APART. 56 & 58|55
4184|AJS15|C694947|SAS CABINET SHOP TOOL/OFFICE|44
4185|C120A|442|ADMIN COUNSELING CENTER CABS|3
4186|FA283|LC72189|SARGENT ARTS OFFICE 20A|13
4187|95|NATIONAL|SEMINARY SECRETARY DESK|157
4188|MCASB|PC610167|WHM ASBESTOS ROOM|67
4189|CGE1|E692367|COGEN/WESTGATE DOOR|34
4190|ML85|56743|COGEN HIGH VOLTAGE ROOF HATCH|34
4191|STC1 NIU|E610149|STUDENT CNT POWDER RM/CLOSETS|14
4192|SA1|PE636167|STORAGE ANNEX STAGE AREA exterior front door|
4193|U156|ILCO 42524|ADMIN PROVOST SECRETARY DESK|3
4194|ML86|14143|MASONARY TUNNEL GATE PADLOCK|67
4195|ABCC NOT IN USE 10/15/15|PC438127|ADMINISTRATION CFO OFFICE|3
4196|ETEL|E696327|SHEPHERD'S CARE TELECOM ROOM|
4197|L090|LYON|DAVIS FIELDHOUSE AMP RM CAB.|21
4198|CHIME|46020|STUDENT CENTER CHIME BOX|14
4199|BSHB2|C610385|BRASHIER INTERIOR OFFICES 1ST|155
4200|144R|HON|CAMPUS STORE DESK|14
4201|XJSD|C76496|417 LIBRARY DR STORM DOORS|35
4202|FH280|LC12363|211 STADIUM VIEW DRIVE -NEW|126
4203|ALED|E418967|EXTENTED ED. DIRECTOR'S OFF.|40
4204|ALED1|E414967|distance learning.|40
4205|ALED2|E614967|EXTENDED ED. STORAGE ROOM|40
4206|ALED3|E814967|EXT.ED.DIVISIONAL/SECRETARY|40
4207|3X9||FINE ARTS FILE CABINET|13
4208|JAA258|LA54365|UP APARTMENT 103|56
4209|ABCB4 NOT IN USE 10/15/15|PC612127|ADMINISTRATION 3RD EXEC WING|3
4210|ALE2|E696967|ANNEX ANCILLIARY SERV. CLOSET|40
4211|5475|NAT 5475|OFFICE ANNEX CUSTODIAL KEYBOX|40
4212|EB1|E892745|new alumni office 24|37
4213|JWG22|LE56105|CVA GUEST ROOM C-105|39
4214|JWG23|LE76105|CVA GUEST ROOM C-113|39
4215|C124A|2404|DINCOM FAMILY RM SOUND CAB.|159
4216|147R|HON|ANNEX DESK|40
4217|ALE3|E616967|OFFICE ANNEX SAFETY SERVICES|40
4218|112E|HON|ADMIN DESK/FILE|3
4219|133E|HON|ADMIN DESK/FILE|3
4220|168R|HON|ADMIN FILE CABINET|3
4221|ML87|52561|RESIDENTIAL GLASS ROOM|67
4222|ML88|72561|RESIDENTIAL LADDERS|67
4223|FA309|LC78185|fine arts 307a|13
4224|S23W||TELECOM FILE CABINET|12
4225|ML89|52141|CVA 4TH FLOOR CABINET|39
4226|123R|ESP|LINC FILE CABINET|47
4227|EACX|E696347|ACADEMY GYM CHOIR RM EXT TMP|26
4228|JVE1|C56-3034|JOHNSON ELECTRICAL PANEL|29
4229|245|NATIONAL|PLUMBING SHOP FILE CABINET|67
4230|H371|ILLINOIS|RODEHEAVER FILE CABINET|16
4231|H359|ILLINOIS|RODEHEAVER FILE CABINET|16
4232|E41316|WEISER|HUTTO CAFE SLIDING DOORS|59
4233|PSFI|30505 MAST|PUBLIC SAFETY FILE CABINETS|40
4234|CSC|LB34949|REVEAL IT SUPERVISOR OFFICE|30
4235|C87A||EXTENDED ED FILE CABINET|40
4236|W80||FARGO PRINTER|30
4237|ALE4|E636967|OFFICE ANNEX ANCILLARY SERV.|40
4238|J365||FILE CABINET|40
4239|ALE|E478967|OFFICE ANNEX MASTER|40
4240|STCS|E616381|STADIUM CONCESSION STAND|52
4241|JAA259|LA74365|UP APARTMENT 90|56
4242|ASTP|C452327|AUTOSHOP OFFICE MASTER|149
4243|ABDD6|C852327|AUTOSHOP OFFICE OUTER DOOR|149
4244|ABDD10|C052327|AUTOSHOP OFFICE INTERIOR|149
4245|ML91|52761|PAINT SHOP TRAILER|44
4246|ADDC4|PC636321|BELLIS COPY CENTER HALL DOOR|37
4247|PM2|MASTER|PARIS MOUNTAIN PADLOCK|71
4248|PM3|KWIKSET|PARIS MOUNTAIN BUILDING|71
4249|PM4||PARIS MOUNTAIN GENERATOR|71
4250|PR52|LA72785|WHM PRESS AUTHORS ASST.OFFICE|67
4251|PR53|LA12785|WHM PRESS AUTHORS DIR.OFFICE|67
4252|PR54|LA32785|WHM PRESS APEL. (DH1) main office and secretarys|67
4253|ML92|52161|AUTOSHOP PADLOCKS (NEW)|149
4254|CMPS|C052767|paul connor / davis rm 122|67
4255|PR55 R&D|LA52385|R and D pr55  research|67
4256|138E|HON73255|FILE CABINET|37
4257|PLWD|C634967|ANNEX PUBLIC LIA.WARDROBE RM|40
4258|ML93|12761|PAINT SHOP CABINETS|44
4259|ABCD1USE 10/15/15|C650127|ADMIN RECORDS OFFICE|3
4260|MCGR|MEDECO|MONEY CHANGER MACHINES|13
4261|FH283|LC94763|20 PROF'S PLACE|88
4262|ML94|74561|M&G @BJU SECURITY OFF.PADLOCK|12
4263|FH284|LC14763|44 PROF'S PLACE|100
4264|C167A|26264|STRATON MARQUE M&G ALARMPANEL|12
4265|7426|BARREL|WELCOME CENTER GATE CONTROLS|38
4266|10L066|MASTER|DINING COMMON FREEZER|159
4267|C136A|40242|M&G @BJU CABINETS|12
4268|TMLF|C694765|Gaston lost and found|8
4269|C137A|40204|M&G @BJU OFFICE CABINETS|12
4270|FH285|LC54163|107 KAREN DRIVE|82
4271|JT19|LA75665X|JOHNSON VENDING WAREHOUSE|29
4272|C209A|42626|ALUMNI 206 DROP BOXES|37
4273|C452A|40426|FMA FEMININE DISPENSERS|15
4274|H303||FINE ARTS MUSIC LIB KEY DROP|13
4275|126E|HON|FILE CABINET|14
4276|FL18|LA76345|GASTON COUNSELOR ROOM 321|8
4277|FL20|LA30527|GASTON COUNSELOR ROOM 221|8
4278|FL21|LA12745|GASTON ????????????????|8
4279|CH751|HUDSON|CABINETS IN VARIOUS BUILDINGS|2
4280|DF59|SIMPLEX|SIMPLEX COMBINATION CHANGE|2
4281|FH|LC86600X|FACULTY HOME MASTER|2
4282|G|LN11600X|OLD GRAND MASTER KEY|2
4283|GGMK|A7979ZK|GREAT GRAND MASTER KEY|2
4284|GM1|9699|CUSTODIAL KEY BOX MASTER|2
4285|GMA|A5879ZF|GRAND MASTER A|2
4286|GMB|A7079ZC|GRAND MASTER B|2
4287|ACM GMC|A5979ZF|GRAND MASTER C|2
4288|GMD|A5679ZK|GRAND MASTER D|2
4289|GME|A6079Y|GRAND MASTER E, MEN'S DORMS|2
4290|GME1|LD30543|DORM APARTMENT MASTER KEY|2
4291|GMF|A6079ZA|GRAND MASTER F, WOMEN'S DORMS|2
4292|GMF1|LA30545|WOMEN'S DORMS APARTMENTS|2
4293|J|LN30527|NEW GRAND MASTER KEY|2
4294|JFH|LC30567|NEW FACULTY HOME MASTER KEY|2
4295|LHM|LHM11600X|OLD MASTER KEY|2
4296|MCM|A7961ZK|MAINTENANCE COMPLEX MASTER|2
4297|MCS2|A3522H|CAMPUS GATE PAD LOCKS|2
4298|ML22|56543|ROOF HATCHES, STEAM TUNNELS|2
4299|ML30|36543|PUBLIC SAFETY SUB MASTER|2
4300|MLM|30325|MASTER PAD LOCK MASTER|2
4301|MMP|11235|MASTER FOR MASTER PAD LOCK|2
4302|S PAD|ILCO|ARMY PADLOCK|2
4303|S21|LB44933X|CAMPUS TRANSFORMER VAULTS|2
4304|SGMK1|A6179ZK|SPECIAL GRAND MASTER KEY 1|2
4305|SGMK2|A6079ZK|SPECIAL GRAND MASTER KEY 2|2
4306|SKM|A7922ZK|SECURITY MASTER|2
4307|SSGMK|A7079ZK|SUPER SPECIAL GRAND MASTER KY|2
4308|T593|8668|FILE CABINETS|2
4309|TM|LN34125X|TEMPORARY MASTER KEY|2
4310|101E|HON|DESK  / FILE KEY|1
4311|102E||DESK KEY|1
4312|1353  (CL)|1353|CLINIC MEDICAL RECORDS FILES|1
4313|4029PO|BOMMER|DENTAL CLINIC MAIL BOX|1
4314|MCF5|A3528B|NOT IN USE AT PRESENT TIME|1
4315|ML33|52747|DENTAL CLINIC MEDICAL RECORDS|1
4316|FR322|FR322|AIRPORT HANGER DESK|1
4317|FR434|CHICAGO|AIRPORT HANGER DESK|1
4318|H124|H124|AIRPORT SOUTH RAMP FILE CAB|1
4319|OP9|LA12789|AIRPORT A & P SCHOOL EXTERIOR|1
4320|57|NATIONAL|FARM OFFICE FILE CABINET|1
4321|58|NATIONAL|FARM OFFICE FILE CABINET|1
4322|FH226|LC74169|NOT IN USE AT PRESENT TIME|1
4323|FH232|LC14369|NOT IN USE AT PRESENT TIME|1
4324|PP11|LA58349|FARM MILK PROCESSING PLANT|1
4325|PP12|LA78349|FARM STORE BUILDING|1
4326|PP13|LA98349|FARM GATE PAD LOCKS|1
4327|PP2|LA85386|FARM GATE PADLOCK|1
4328|PPM|LA38349|FARM BUILDINGS MASTERKEY|1
4329|10L438|43010|FARM, ROPES COURSE EQUIP BOX|1
4330|FH240 NOT IN USE|LC16969|111 Karen drive|1
4331|FH207|LC92969|21 profs place|2
4332|FH229|LC54369|NOT IN USE AT PRESENT TIME|1
4333|FH246|LC76369|NOT IN USE AT PERSENT TIME|1
4334|FH228|LC14169|25 BLYTHEWOOD DRIVE|1
4335|FH209|LC52169|NOT IN USE AT PRESENT TIME|1
4336|FH241|LC56169|36 BLYTHEWOOD DRIVE|1
4337|FH243|LC96169|41 BLYTHEWOOD DRIVE|1
4338|FH238|LC76969|28 Blythwood|1
4339|FH268|LC12763|39 BUENA VISTA STREET - NIU|1
4340|FH221|LC54969|131 white oak|2
4341|FH201|LC52769|NOT IN USE AT PRESENT TIME|1
4342|FH211|LC92169|NOT IN USE AT PRESENT TIME|1
4343|FH230|LC74369|216 CARMEL STREET|1
4344|FH256|LC18969|2111 EAST NORTH STREET|1
4345|FH138|LC86825X|119-B KAREN DRIVE|1
4346|FH248|LC16369|28 blythewood|2
4347|FH153|LC86813X|119 PRINCETON AVENUE|1
4348|FH42|LL80313X|4 SEMINAR DRIVE|1
4349|FH135|LC06615X|10 SEMINAR DRIVE|1
4350|FH47|LC06637X|12 SEMINAR DRIVE|1
4351|FH7|LC86428X|14 SEMINAR DRIVE|1
4352|FH10|LJ46375X|16 SEMINAR DRIVE|1
4353|FH25A|LL88317X|20 SENNET DRIVE|1
4354|FH236|LC16769|5 SPRINGDALE DRIVE/TORN DOWN|1
4355|FH282|LC74763|5 SEMINAR|1
4356|FH242|LC76169|7 seminar|1
4357|FH9|LC43475X|25 sennet|1
4358|FH41|LL80317X|201 STADIUM VIEW DRIVE|1
4359|FH98|LJ44677X|1545 WADE HAMPTON BOULEVARD|1
4360|FH102|LC06673X|7 WHITE OAK DRIVE|1
4361|FH222|LC74969|NOT IN USE AT PRESENT TIME|1
4362|FH234|LC76769|NOT IN USE AT PRESENT TIME|1
4363|FH210|LC72169|54 BROOKSIDE CIRCLE|1
4364|2126|2126|PADLOCKS|1
4365|EB2|E292745|new alumni office 23|37
4366|EB3|E694745|new alumni offic 22|
4367|JF1|LA76949|OLD FIREWORKS BUILDING|1
4368|100T||UNIVERSITY DESK|1
4369|CAT38||HVAC PANEL|1
4370|CTX1|LC52743|TEMP. CONSTRUCTION PADLOCK|1
4371|SA2|PE836167|STORAGE ANNEX PRESS AREA|1
4372|SAGM|PE436167|STAORAGE ANNEX MASTER|1
4373|SA3|PE036167|STORAGE ANNEX FRONT OFFICES|1
4374|LL71|Y11|FRONT FOUNTAIN PIT|1
4375|ESCS|E014985|SHEPHERDS CARE CLOSETS|1
4376|C411A|4240|SHEPHERD'S CARE CREDENZA|1
4377|CAGA|MEDECO|CAMPUS DRIVE GATE CONTROL BOX|1
4378|E002||LENEL BARNEY BOX|1
4379|E005||CARD ACCESS POWER SUPPLY BOX|1
4380|ESCX|PE614985|SHEPHERD'S CARE EXTERIOR|1
4381|H2192||ELEVATOR KEY|1
4382|C348A|6422|FIELD HOUSE GAS GRILLS|1
